-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,29,29,29,29,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,29,-1,-1,29,-1,-1,-1,-1,29,29,29,29,29,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,29,-1,29,29,-1,-1,-1,-1,29,29,29,29,-1,29,29,-1,-1,29,-1,29,29,-1,29,-1,29,29,-1,-1,29,29,-1,-1,29,29,29,29,29,29,29,-1,-1,-1,-1,-1,-1,-1,-1,
29,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,29,-1,-1,-1,-1,-1,29,29,29,-1,-1,-1,29,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,29,29,-1,-1,-1,-1,-1,-1,-1,-1,29,29,29,-1,-1,29,29,29,29,29,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,
29,29,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,29,-1,-1,29,29,-1,-1,-1,29,29,29,-1,-1,29,29,29,-1,-1,29,-1,-1,-1,29,-1,29,29,-1,-1,-1,-1,-1,-1,-1,
-1,-1,29,-1,-1,-1,-1,-1,-1,29,29,29,29,-1,29,-1,-1,-1,-1,29,-1,29,29,29,-1,29,29,29,29,29,29,-1,-1,29,29,29,29,29,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,
-1,-1,29,-1,-1,-1,-1,-1,-1,29,-1,-1,29,-1,29,-1,-1,-1,-1,29,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,29,-1,-1,-1,-1,29,-1,29,-1,-1,29,-1,29,-1,-1,-1,-1,29,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,
