-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,65,65,65,65,65,65,65,65,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,-1,-1,-1,-1,48,-1,-1,-1,-1,65,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,65,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,-1,-1,65,65,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,-1,-1,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,65,-1,-1,-1,-1,37,-1,-1,-1,42,-1,-1,40,-1,-1,65,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,65,65,65,65,-1,-1,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,65,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,65,-1,-1,65,65,65,-1,-1,-1,-1,65,65,-1,-1,-1,-1,-1,39,-1,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,65,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,65,65,-1,-1,-1,37,-1,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,65,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,-1,65,65,-1,-1,-1,-1,65,65,65,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,65,65,-1,45,-1,-1,65,-1,-1,-1,-1,-1,-1,-1,65,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,65,-1,-1,-1,-1,-1,65,65,-1,-1,-1,-1,-1,-1,65,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,65,65,65,65,65,-1,-1,-1,-1
-1,65,40,-1,-1,42,-1,-1,65,-1,-1,-1,-1,-1,-1,65,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,65,-1,-1,65,65,65,-1,-1,-1
-1,65,-1,-1,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,-1,65,42,39,39,-1,65,-1,-1,-1,-1,-1,65,-1,-1,-1,-1,65,65,65,-1
-1,65,-1,-1,40,41,42,-1,65,65,65,65,65,65,65,65,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,65,-1,-1,-1,-1,-1,-1,65,-1
-1,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,-1,-1,-1,-1,65,65,-1,44,-1,37,-1,-1,65,-1
-1,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,65,65,65,65,65,-1,-1,-1,-1,-1,-1,-1,65,-1
-1,65,-1,-1,46,-1,-1,-1,42,-1,65,65,65,65,65,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,39,-1,65,-1
-1,65,-1,-1,-1,-1,-1,-1,-1,-1,65,-1,-1,-1,-1,65,-1,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,-1,39,65,65,-1
-1,-1,65,-1,-1,-1,-1,-1,65,65,65,-1,-1,-1,-1,-1,65,-1,-1,-1,65,65,65,65,65,65,-1,-1,-1,-1,-1,39,65,-1,-1
-1,-1,65,65,-1,65,65,65,-1,-1,-1,-1,-1,-1,-1,-1,65,-1,-1,-1,65,-1,-1,-1,-1,65,-1,-1,-1,-1,38,-1,65,-1,-1
-1,-1,-1,65,65,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,-1,-1,-1,65,-1,-1,-1,-1,65,-1,-1,42,-1,-1,-1,65,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,-1,36,-1,65,-1,-1,-1,-1,65,65,-1,-1,-1,65,65,65,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,-1,-1,-1,65,-1,-1,-1,-1,-1,-1,65,-1,-1,65,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,65,65,65,65,65,65,65,65,-1,38,-1,65,-1,-1,-1,-1,-1,-1,65,65,65,65,-1,-1,-1,-1
