-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,29,29,29,29,29,29,29,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,29,29,29,-1,-1,-1,48,-1,-1,-1,29,29,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,29,29,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,29,29,-1,-1,-1,-1,-1,-1,-1,36,39,-1,39,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,29,-1,-1,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,29,29,29,29,29,29,29,29,29,-1,-1,
-1,29,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,-1,-1,29,-1,-1,-1,-1,-1,29,29,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,
-1,29,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,29,29,29,29,-1,-1,-1,-1,-1,39,-1,-1,-1,-1,29,-1,-1,
-1,29,29,-1,-1,-1,-1,-1,-1,36,-1,63,-1,38,-1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,-1,-1,36,-1,-1,29,-1,-1,
-1,-1,29,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,-1,-1,-1,-1,36,36,-1,-1,42,-1,-1,-1,39,-1,39,-1,-1,29,-1,-1,
-1,-1,-1,29,29,-1,-1,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,-1,-1,29,-1,-1,
-1,-1,-1,-1,29,29,29,29,-1,-1,-1,-1,-1,-1,29,29,29,29,-1,-1,-1,-1,29,29,29,29,29,29,-1,-1,-1,-1,29,-1,-1,
-1,-1,-1,-1,-1,-1,-1,29,29,29,29,29,29,29,29,-1,-1,29,-1,-1,-1,-1,29,-1,-1,-1,-1,29,-1,-1,-1,-1,29,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,29,-1,-1,-1,-1,29,-1,-1,-1,-1,29,29,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,38,-1,29,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,29,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,29,-1,-1,-1,-1,29,39,-1,-1,36,-1,29,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,63,-1,29,-1,-1,-1,-1,29,-1,-1,-1,39,-1,29,-1,
-1,-1,-1,-1,29,29,29,29,29,29,29,29,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,29,-1,-1,-1,-1,29,-1,-1,-1,39,-1,29,-1,
-1,-1,29,29,29,-1,-1,-1,61,-1,-1,29,29,29,-1,-1,-1,29,-1,45,-1,-1,29,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,29,-1,
-1,-1,29,-1,-1,-1,61,-1,-1,61,-1,-1,-1,29,29,29,-1,29,-1,-1,-1,-1,29,-1,-1,-1,-1,29,-1,-1,38,-1,29,-1,-1,
-1,-1,29,29,-1,38,-1,-1,-1,36,-1,-1,-1,-1,-1,29,29,29,-1,-1,-1,-1,29,29,29,29,29,29,-1,-1,-1,29,-1,-1,-1,
-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,
